PROGRAM NAME,PROGRAM CODE,PROGRAM CODE 2 ,PROGRAM CODE 3,COURSE CODE,COURSE CODE 2,COURSE CODE3,COURSE CODE 4,Work integrated learning type,WIL TYPE 2,WIL TYPE 3,WIL TYPE 4,,Primary Key,designation,Contact Name,Address,City,Postal Code,Paid/Unpaid,"22F
# of Students Placed","23W
# of Students Placed",PAC/PLACE/CAREER
,,,,,,,,,,,,,0173c466-e20c-4992-bc76-34251b498e12,,Helen Nolan,,,,,,,coordinator contact list 
,,,,,,,,,,,,,be2ea9d0-845c-40a9-b9e8-5f0b950efcbe,,Joan Kooner ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,35eeeb63-0486-41d7-b961-d4ca389433a3,,Ashley Gebrael,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,f17bfe75-08a6-4702-983b-8b9ba6d7a13d,,Phyllis MacIntyre,,,,,,,coordinator contact list 
,,,,,,,,,,,,,402ddc8a-6823-4f5f-b78b-e0877e09bf8b,,John/Melissa Tregaskiss,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,9b87bc15-2d2a-4c53-961f-76071451cb2f,,Kathleen Parker,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,cfe12fd3-b086-4499-8a9a-0859a35aa223,,Krystal Michaud,,,,,,,coordinator contact list 
,,,,,,,,,,,,,ac21d220-3572-4a98-840c-eac040332cf7,,Bobbi Jo VeltKamp ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,b77e7172-fd75-4acb-80a0-b93894e63810,,Marcia Laporte,,,,,,,coordinator contact list 
,,,,,,,,,,,,,caedf762-a082-4287-b0be-8aedd8698764,,Anne Marie Roy,,,,,,,coordinator contact list 
,,,,,,,,,,,,,092fd1f7-79e4-40d3-83ca-881cd1370890,,Nicole Durocher,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,087828f9-9d41-4608-a3ff-7ba0c69eb910,,Sue Borras,,,,,,,coordinator contact list 
,,,,,,,,,,,,,dde2d021-34e5-44e9-8cef-50dbd22af458,,Michael Wilcox,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,b037d4b8-07da-4b6d-90ff-ef3fa9927524,,Tina Salvatore,,,,,,,coordinator contact list 
,,,,,,,,,,,,,9d05ec08-a5f2-458f-b0fb-b6a21ffafd97,,Rosa Dynesen,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,62854150-b7ee-4bee-aafa-a6c3481cb866,,Renee Ryerson,,,,,,,coordinator contact list 
,,,,,,,,,,,,,b15c43cb-38f0-4de6-8f6f-52585d59a2b4,,Fahima Mullins,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,d9601bd7-80fd-4a63-9254-d13b13d342cb,,Corina Bortignon,,,,,,,coordinator contact list 
,,,,,,,,,,,,,3da30d9b-5def-4973-94aa-2afa706c09d5,,Mary Durocher,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,a66e7e2b-bec3-4006-80cf-0e086d7bef34,,Sara Tulloch,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,9c0e4213-bbff-4141-8296-973f805462b1,,Melanie Catenacci,,,,,,,coordinator contact list 
,,,,,,,,,,,,,cf7a9053-12fe-4a34-a0dd-24c1af3e4826,,Leeann Vlodarchyk,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,ef4e16b9-5f6f-4850-b598-807a29ee32b8,,Julianne Smyth,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,1aa148c8-bf83-49a1-942f-ea77f1256b3a,,Kelly Hartley-Stevens,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,90d58de1-b676-4541-adb2-3ac6518577ff,,Darci Rice,,,,,,,coordinator contact list 
,,,,,,,,,,,,,ed56aad8-045f-463c-b208-b56846535a23,,Leeann Vlodarchyk,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,00b9d185-7c7e-42a8-9f55-5191e7147458,,Lisa Clarkson,,,,,,,coordinator contact list 
,,,,,,,,,,,,,5ac37833-4f95-426a-a0a6-099698fc9941,,Patricia Fletcher,,,,,,,coordinator contact list 
,,,,,,,,,,,,,7aae0802-eef2-467c-bdbf-bfe79b1bf14c,,Maria Vasapolli,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,365db07e-b202-4cb7-9df3-151d26d45fe1,,Bernadette Dzugan,,,,,,,coordinator contact list 
,,,,,,,,,,,,,abc31c7e-6dae-448f-9b77-88f9aad33ed4,,Penny Bowser,,,,,,,coordinator contact list 
,,,,,,,,,,,,,dfec8756-82a3-4ca7-9163-7c071dcc3789,,Rosa Richardson,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,9894d8d6-871c-461b-87a4-fc8da9cd4d5f,,Tina Etzl,,,,,,,coordinator contact list 
,,,,,,,,,,,,,206579a8-9b04-4573-9910-d677edcfebd1,,Luann Pye/Penny Willis    ,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,09a9572b-49dc-4f7a-a747-0a838fe2746e,,Edit Valle,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,ec24f79b-5e4a-4061-8fee-8050a28a4f40,,Jessica Carriere,,,,,,,coordinator contact list 
,,,,,,,,,,,,,0c4346e9-5445-4764-be82-35760988e1d9,,Diana Zebib ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,46c0f360-5a66-4104-b5c6-da7e70328f71,,Donna Hedrick,,,,,,,coordinator contact list 
,,,,,,,,,,,,,83b66ad4-f005-4aac-88d1-6c826b47df06,,Ashley Van Laere,,,,,,,coordinator contact list 
,,,,,,,,,,,,,1bd1313a-7728-455e-837c-ff3a2860798b,,Antoinette Drouillard,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,7d0f222c-082e-4b60-8d96-26256d869535,,Michelle  DiCarlo,,,,,,,coordinator contact list 
,,,,,,,,,,,,,9c91c992-f4f5-4656-b3e7-023c6bf044e7,,April Hryniw,,,,,,,coordinator contact list 
,,,,,,,,,,,,,1edfd608-2256-4a43-8f42-2e54596a625a,,Maureen Garvin,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,7959f3aa-f666-4451-8a32-856edbedc69c,,Colleen Norris,,,,,,,coordinator contact list 
,,,,,,,,,,,,,7ccf4b39-717c-49d0-add0-79b101e8946e,,Naheed Ahmed-Salman,,,,,,,coordinator contact list 
,,,,,,,,,,,,,9bdc17aa-24a6-4578-bc68-0a07a6d80fc7,,Kelly Upcott Schmidt ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,9254caa4-0f6b-4f16-9f93-2bcdb78cba77,,Nicole Morassut  ,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,1f363b25-99aa-4f99-8f72-54344f18ce19,,Claire Market,,,,,,,coordinator contact list 
,,,,,,,,,,,,,0a8837cc-560c-4ea4-b961-89f178e5820e,,Brad Verfaillie,,,,,,,coordinator contact list 
,,,,,,,,,,,,,b4e0134a-aaeb-4ed9-ad24-c5452564dfd5,,Andria St. Germain,,,,,,,coordinator contact list 
,,,,,,,,,,,,,663ffe79-16c8-41f9-a94e-00d90b1b7972,,HR Department,,,,,,,coordinator contact list 
,,,,,,,,,,,,,19273666-096e-4c96-b824-8d812ab274df,,Jennifer Morrow,,,,,,,coordinator contact list 
,,,,,,,,,,,,,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,ca164eca-ac56-4012-8f60-e0424e7ae8bb,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,,04fc66ed-44d7-4889-a28c-3717f9db7127,,Charity Nagtegaal,,,,,,,coordinator contact list 
,,,,,,,,,,,,,aca85068-265e-45b5-92ed-ad4bae02e98b,,Kimberly Wirag ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,40c82b16-d6f5-4e88-a07d-0b28ff982f91,,Ashley Whittle,,,,,,,coordinator contact list 
,,,,,,,,,,,,,7a829255-ca1b-48ed-908f-2d902163618a,,Gillian Kitaresku,,,,,,,coordinator contact list 
,,,,,,,,,,,,,8d9cf594-bce3-4592-810b-521e8714580f,,Melissa Martin,,,,,,,coordinator contact list 
,,,,,,,,,,,,,796963ac-affa-4041-aad9-132bb5c8df53,,Joyce St. Pierre,,,,,,,coordinator contact list 
,,,,,,,,,,,,,a6863442-2bb2-47c8-8391-89e935092032,,Kelly Bastien,,,,,,,coordinator contact list 
,,,,,,,,,,,,,f79448ac-d0c5-40d0-a34e-1cf7d1227e0e,,Barb Dwyer,,,,,,,coordinator contact list 
,,,,,,,,,,,,,e87b12cb-ec63-4f97-9311-b9acce7dcee6,,Katie –Lou Dennison,,,,,,,coordinator contact list 
,,,,,,,,,,,,,2016a65c-c190-4a3e-9651-2d69a01111a6,,Jasna Keyeux,,,,,,,coordinator contact list 
,,,,,,,,,,,,,98e5c5eb-e7d4-4d3b-b901-90d4725f4fe8,,Kim Lywood,,,,,,,coordinator contact list 
,,,,,,,,,,,,,cff5dcd8-5895-4775-a966-45b84d2b9aab,,Joie Syal,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,62cf9bf2-b0b4-4ddf-8e51-b2a3f44ef159,,Sheryl Johnston ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,f26fadd2-a8dd-4752-98d6-9ddd9a4804a8,,Jacquie Trumbull,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,d21d9ec0-37e7-4607-913d-c6078b220e03,,Heather Clifford,,,,,,,coordinator contact list 
,,,,,,,,,,,,,80297044-00f5-4055-9002-f0b8ec98ad22,,Sheri Kipp,,,,,,,coordinator contact list 
,,,,,,,,,,,,,c3b9baba-3105-48fb-83c6-861d6ff9e0dd,,Aurelia Pristoleanu ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,82f89aaa-63eb-4e9e-b1b1-742e80ad97d9,,Melissa Brown,,,,,,,coordinator contact list 
,,,,,,,,,,,,,1817c3de-e197-49d5-bcc7-30cef7ad991d,,Aaron Pollard,,,,,,,coordinator contact list 
,,,,,,,,,,,,,b880f3a3-3ad5-4a4f-b465-3bfe940e7a16,,Michel Lebert,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,a345c7fc-1ce2-4513-80af-90da9a75ee3a,,Marcie Gagnon,,,,,,,coordinator contact list 
,,,,,,,,,,,,,b880f3a3-3ad5-4a4f-b465-3bfe940e7a16,,Tammy Zimmerman,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,,,Stephanie June,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,2c552bc5-27ea-4a7a-bd6a-b6432bfe9346,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,,496255e6-05b5-4901-a7a0-c1e846305967,,Ahmed Deweda,,,,,,,coordinator contact list 
,,,,,,,,,,,,,c6bca983-5a61-44eb-b767-026b9e941ade,,Lisa Stonehouse ;Cynthia Stulp ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,deb8872c-ff5c-418d-8446-6b2457e300c1,,Shelly Nicol (Manager/ Main contact) ; Rylee Harris ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,bc69f44d-7e71-4653-bbe8-97e25460db8a,,Colleen Nelson,,,,,,,coordinator contact list 
,,,,,,,,,,,,,ce2a8c4e-20ba-4d7d-844c-0597dae524b8,,Lisa Landry ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,e768364f-b7ac-413c-80e5-1e7b6d565bc5,,Kyle Shafer ; Mary Poulin,,,,,,,coordinator contact list 
,,,,,,,,,,,,,b0affb81-ea55-4f7f-8765-b96d3e646d2a,,Cindy,,,,,,,coordinator contact list 
,,,,,,,,,,,,,a177973c-c204-4915-a6d3-a181263e867b,,Monica Brotto ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,,,Farah Haji ,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,94f69620-97d2-41c7-ba72-8a772277d2dd,,Shelly Nicol (Manager/ Main contact),,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,bc69f44d-7e71-4653-bbe8-97e25460db8a,,Lisa Landry (Manager),,,,,,,coordinator contact list 
,,,,,,,,,,,,,9c8e1553-88f4-46bc-83e2-6fd6cf7fc761,,Rebecca Stade (Manager),,,,,,,coordinator contact list 
,,,,,,,,,,,,,8e6de6fb-4b85-4118-88fa-24b7ceaf35b1,,Cynthia Stulp (Manager),,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,13785691-761d-49b2-9aa5-c712921cb9d6,,Cindy Le (Manager),,,,,,,coordinator contact list 
,,,,,,,,,,,,,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,58b1a329-0c98-463a-ba51-e32acc748b82,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,,aec8a460-3249-48ba-83b6-cee9097213a7,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,,4a9d667a-6e35-4e74-8776-9c60e4cc5aa0,,Sue King,,,,,,,coordinator contact list 
,,,,,,,,,,,,,28d7bf0e-1a99-41b8-a0e2-f479122870aa,,Lisa Cochrane,,,,,,,coordinator contact list 
,,,,,,,,,,,,,2423c3b4-4c42-4d86-bc5a-4f7c94879641,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,,9c225139-6c7c-4cbd-a4b8-0adacdd5c6ea,,Adnan Kaleemi,,,,,,,coordinator contact list 
,,,,,,,,,,,,,47a8af3c-e3b6-44b9-ac03-e35d3e418af6,,Norman White,,,,,,,coordinator contact list 
,,,,,,,,,,,,,798da1a3-478d-4fe2-b23f-20b6fc2e9479,,Susan Masterman,,,,,,,coordinator contact list 
,,,,,,,,,,,,,0cae85d2-7890-4434-bd57-b5f612ceea08,,Jennifer Barkley; Jalal Romi,,,,,,,coordinator contact list 
,,,,,,,,,,,,,bc2008ed-9645-40cd-863d-d82cf43190be,,Aneela,,,,,,,coordinator contact list 
,,,,,,,,,,,,,c4246c69-67e2-4ed7-960f-fbf4d2d9d054,,Patricia Gilchrist; Sheri Firth,,,,,,,coordinator contact list 
,,,,,,,,,,,,,7e8fa508-ac3b-4876-a800-c95e4908257d,,Deirdre Shipley,,,,,,,coordinator contact list 
,,,,,,,,,,,,,bb060106-1a37-438e-9be7-1e86b914ef3c,,"David Wilson;  Myrna, M ",,,,,,,coordinator contact list 
,,,,,,,,,,,,,e2b9d869-3c77-4cf2-ad98-62c6d5def7c8,,"Laurie, Allie",,,,,,,coordinator contact list 
,,,,,,,,,,,,,b6f62228-e0d3-4d04-b44d-1c3e4c6cdf1d,,Terri Holbrought,,,,,,,coordinator contact list 
,,,,,,,,,,,,,bcddd080-b92a-4c07-8ab9-d9072e6f512c,,Erin Lane,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,d90ee607-17b9-4bbb-9cd8-349dc198188e,,Alba Minella,,,,,,,coordinator contact list 
,,,,,,,,,,,,,01c5f6b5-fa61-475c-8a65-0c40d416e288,,Michelle Wick,,,,,,,coordinator contact list 
,,,,,,,,,,,,,7ec663ff-6f7f-4152-b1b9-7ed04097f740,,Laura Atkinson ; Andrea Jones,,,,,,,coordinator contact list 
,,,,,,,,,,,,,1f2538f5-0c80-47f3-a6fd-6573edb84a97,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,a6bee8c3-65eb-4b28-a4e2-039616553edd,,Kashif,,,,,,,coordinator contact list 
,,,,,,,,,,,,,4a0b3886-a264-457a-87ed-541cd5a2c0bb,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,,6673d82a-0acf-4d49-97e2-70b0a0dc8363,,Chantelle; Tracey Student Coordinator,,,,,,,coordinator contact list 
,,,,,,,,,,,,,2817acc1-91ba-4a43-bb38-4379572d1c05,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,,73fba08f-e247-4542-99e5-288b4f12bf28,,"Nancy Chapman, DI;",,,,,,,coordinator contact list 
,,,,,,,,,,,,,5ab3a9f4-0cb4-4686-8ac0-491c73cca6cf,,Lorelei Thompson,,,,,,,coordinator contact list 
,,,,,,,,,,,,,748ca7f6-cc7e-40ee-aefe-0633b6c911a8,,"Derek MacDougall; Puala Merini, Ryan MacDonald",,,,,,,coordinator contact list 
,,,,,,,,,,,,,8b510c12-baea-42b0-be22-100d582f77cb,,Erin Comanec,,,,,,,coordinator contact list 
,,,,,,,,,,,,,c19a97a3-df6d-4d8a-bb4b-5180722384e7,,Tanja Potter,,,,,,,coordinator contact list 
,,,,,,,,,,,,,083abbe2-6c9c-44cc-89cf-4cf275c2dba3,,Jose Jarrin,,,,,,,coordinator contact list 
,,,,,,,,,,,,,0b45783f-fffe-4102-ae95-1e7ca10336b1,,Claudio Pullo; Shelly Nicol,,,,,,,coordinator contact list 
,,,,,,,,,,,,,8cd74264-823c-4125-ba4c-1cfd6c696613,,Janet Wilbee,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,64738523-51ab-4c06-8f6f-7fe22947fa69,,"Jolene Kresan, Cynthia Stulp",,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,2d7998cb-ae8c-4e97-9020-519dccb0bbd9,,"Trevor Filsinger;  Fanielle, Connie",,,,,,,coordinator contact list 
,,,,,,,,,,,,,656e6df1-af9f-45fe-8348-80eb5fbf3338,,"Geoff Murphy, Sandra Wilson",,,,,,,coordinator contact list 
,,,,,,,,,,,,,0e5002fc-2083-456c-b035-0f7dd31cc575,,Goran Tosic,,,,,,,coordinator contact list 
,,,,,,,,,,,,,49b10bca-c42e-4ce4-9bd6-622dab748487,,Nadine Arnew,,,,,,,coordinator contact list 
,,,,,,,,,,,,,36b5da55-41be-402f-aa95-43bf90235bb7,,"Tiana Baker, Michael Tartar",,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,e9276e7c-e743-451d-8086-6b3eab0efce7,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,,f8c1751e-47e6-46f7-a0c3-0636578bde9b,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,,37a84d7d-f243-4985-84b5-45cd02fbc77f,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,541a2199-2798-497e-9423-4dc9b37eed26,,Kayla Bannister,,,,,,,coordinator contact list 
,,,,,,,,,,,,,94f69620-97d2-41c7-ba72-8a772277d2dd,,Nina Cabanaw,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,8bad3c0a-2231-4136-bc18-ec0486880bda,,Ada Cea,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,53bdfd7a-c078-4ff2-a883-531d1ac2be4f,,Kris Gateman,,,,,,,coordinator contact list 
,,,,,,,,,,,,,541a2199-2798-497e-9423-4dc9b37eed26,,Suzy Gurd,,,,,,,coordinator contact list 
,,,,,,,,,,,,,8bad3c0a-2231-4136-bc18-ec0486880bda,,Alice Marchi,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,94f69620-97d2-41c7-ba72-8a772277d2dd,,Lisa McFarlane,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,1c5cd1bb-8232-4ce9-b778-012ea8408380,,Madison Nesbitt,,,,,,,coordinator contact list 
,,,,,,,,,,,,,8cd74264-823c-4125-ba4c-1cfd6c696613,,Mary Poulin,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,958c9715-aaa8-4f58-8606-98e2041cce78,,Raschelle Wilson,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,94f69620-97d2-41c7-ba72-8a772277d2dd,,Alexandra Zioutis,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,b14365d9-6fb6-4df6-bec2-a37bbea0a52f,,Deb Croteau,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,b14365d9-6fb6-4df6-bec2-a37bbea0a52f,,Liz Molson,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,314eee90-b1e3-4e74-b93d-004e9c5a0f0f,,Lee-Anne Lambert,,,,,,,coordinator contact list 
,,,,,,,,,,,,,314eee90-b1e3-4e74-b93d-004e9c5a0f0f,,Celine Poirier,,,,,,,coordinator contact list 
,,,,,,,,,,,,,8e6de6fb-4b85-4118-88fa-24b7ceaf35b1,,Rosemary Low,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,8e6de6fb-4b85-4118-88fa-24b7ceaf35b1,,Mike Vanbiesbrouck,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,e1307535-5d78-4bd6-97b4-f69a42367610,,Melanie Tokessy,,,,,,,coordinator contact list 
,,,,,,,,,,,,,e1307535-5d78-4bd6-97b4-f69a42367610,,Angela Bonneau,,,,,,,coordinator contact list 
,,,,,,,,,,,,,16982e94-f0cc-45cf-8609-485bd7c82768,,Melanie Constantino,,,,,,,coordinator contact list 
,,,,,,,,,,,,,16982e94-f0cc-45cf-8609-485bd7c82768,,Judy Freeman,,,,,,,coordinator contact list 
,,,,,,,,,,,,,bcddd080-b92a-4c07-8ab9-d9072e6f512c,,Bob Clayborne,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,bcddd080-b92a-4c07-8ab9-d9072e6f512c,,Angela Bouwman,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,3941a821-39ab-40ad-b214-522c92e44803,,Susie Maia-Castellan,,,,,,,coordinator contact list 
,,,,,,,,,,,,,3941a821-39ab-40ad-b214-522c92e44803,,Ching-Tong Mark,,,,,,,coordinator contact list 
,,,,,,,,,,,,,7aea391f-ced3-450b-a2b9-133bb415f5dd,,Sue Milburn,,,,,,,coordinator contact list 
,,,,,,,,,,,,,7aea391f-ced3-450b-a2b9-133bb415f5dd,,Irina Bacanu,,,,,,,coordinator contact list 
,,,,,,,,,,,,,bdbc6784-bbfa-4ed9-bb75-9a0ecfc0bac2,,Stacey Adamache,,,,,,,coordinator contact list 
,,,,,,,,,,,,,bdbc6784-bbfa-4ed9-bb75-9a0ecfc0bac2,,Melissa Whiteside,,,,,,,coordinator contact list 
,,,,,,,,,,,,,deec516f-b3bd-45a2-bb14-16f1abf2fc00,,Michelle Richard,,,,,,,coordinator contact list 
,,,,,,,,,,,,,deec516f-b3bd-45a2-bb14-16f1abf2fc00,,Robin Rossi,,,,,,,coordinator contact list 
,,,,,,,,,,,,,9fe6fc87-d6a8-4066-82bb-28b232399d62,,Kenny Chng,,,,,,,coordinator contact list 
,,,,,,,,,,,,,94f69620-97d2-41c7-ba72-8a772277d2dd,,Mike Beri,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,94f69620-97d2-41c7-ba72-8a772277d2dd,,Alina Baltador,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,94f69620-97d2-41c7-ba72-8a772277d2dd,,Joel Ledoux ,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,94f69620-97d2-41c7-ba72-8a772277d2dd,,Jennifer Krzywinski,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,94f69620-97d2-41c7-ba72-8a772277d2dd,,Cheryl Windram,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,94f69620-97d2-41c7-ba72-8a772277d2dd,,Emma Laurie,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,ee7dd270-05a6-47ab-a485-45f88e615d57,,Maria Elderhorst,,,,,,,coordinator contact list 
,,,,,,,,,,,,,ee7dd270-05a6-47ab-a485-45f88e615d57,,Kate Provost,,,,,,,coordinator contact list 
,,,,,,,,,,,,,8bad3c0a-2231-4136-bc18-ec0486880bda,,Mark Joncas,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,8bad3c0a-2231-4136-bc18-ec0486880bda,,Emily Crumb,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,2fc98c58-a87f-4a5e-85db-5e2e5446e54b,,Jade Bolsover,,,,,,,coordinator contact list 
,,,,,,,,,,,,,703ab50f-a1cc-4bc5-bf9a-2942e4cc3704,,David Venhuis,,,,,,,coordinator contact list 
,,,,,,,,,,,,,703ab50f-a1cc-4bc5-bf9a-2942e4cc3704,,Joanne Ploumis ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,fd689dce-6534-4e89-9625-ff75622a0443,,Larry Trypkovski,,,,,,,coordinator contact list 
,,,,,,,,,,,,,f09124e0-fdae-4265-91be-7f8d7462de74,,Matthew Gaudette & Ryan Cloutier,,,,,,,coordinator contact list 
,,,,,,,,,,,,,d60f9b4a-0bd9-4277-9d3a-b5162a2c05db,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,,3644a80a-2a95-447d-8817-c48273371901,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,,10af967d-ce79-4441-b619-21af0e91b75f,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,,0d9bcbcc-8071-43a5-a0c9-36919a208f89,,Roseanne Perry,,,,,,,coordinator contact list 
,,,,,,,,,,,,,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,c2054e4d-f5b9-409f-a08b-34f80f03292b,,Hope Mugridge,,,,,,,coordinator contact list 
,,,,,,,,,,,,,feee5a5d-9164-432c-88be-4d428fc8ddac,,Corrine Sweet,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,8cf03720-a88d-4bc4-9d65-4ac1191eeda0,,Sally Jenkins,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,720aefb5-8491-4bfc-84f7-1def305de36e,,Marnie Van Vlymen,,,,,,,coordinator contact list 
,,,,,,,,,,,,,14f51983-4738-4f15-bb91-b69c317d170f,,Heather Carnahan,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,c01b5a3e-dbc2-44c6-a11d-63a120994404,,Leah Normandin,,,,,,,coordinator contact list 
,,,,,,,,,,,,,37160821-aca1-4ec5-b404-51a7fef2b1fb,,Anne-Marie Rumble,,,,,,,coordinator contact list 
,,,,,,,,,,,,,b23af502-9580-44ba-918d-b1b06d62417a,,Sarah Hart-Coatsworth,,,,,,,coordinator contact list 
,,,,,,,,,,,,,65f8539c-2aa7-49bd-8545-aa75b14ecec2,,Jessica Smith,,,,,,,coordinator contact list 
,,,,,,,,,,,,,4f63f79d-6ac1-4524-a97a-b55e23fb0a5f,,Madeline Shanks,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,6efda07d-5ce3-45bb-bbf2-f244fa228ada,,Sara Le-Ryan,,,,,,,coordinator contact list 
,,,,,,,,,,,,,e035b6b5-f368-49d9-85ed-6eb70013e3f1,,Christine Leduc,,,,,,,coordinator contact list 
